uid,label,disaster_type,pre_image,post_image,xmin,ymin,xmax,ymax,area
c0655f36-a196-4493-9e3f-39955ac8d046,major-damage,flooding,hurricane-harvey_00000429_pre_disaster.png,hurricane-harvey_00000429_post_disaster.png,17,146,57,193,1880
d15dc3e3-5a43-4be3-8a71-e4637f81de34,major-damage,flooding,hurricane-harvey_00000442_pre_disaster.png,hurricane-harvey_00000442_post_disaster.png,287,922,344,1022,5700
a24279ad-cde8-40fe-ad8c-1b41e6e90be1,major-damage,flooding,hurricane-harvey_00000437_pre_disaster.png,hurricane-harvey_00000437_post_disaster.png,719,904,759,970,2640
1337a97b-778a-46ff-8647-6810801e84ee,major-damage,flooding,hurricane-harvey_00000015_pre_disaster.png,hurricane-harvey_00000015_post_disaster.png,862,937,935,1004,4891
bc45bed5-9c87-4238-8a47-f578cb0416f5,major-damage,flooding,hurricane-harvey_00000435_pre_disaster.png,hurricane-harvey_00000435_post_disaster.png,549,59,586,132,2701
4c9fdda8-2b0b-4069-bf68-0cbaa3010e03,major-damage,flooding,hurricane-harvey_00000142_pre_disaster.png,hurricane-harvey_00000142_post_disaster.png,312,61,373,109,2928
031aa864-698d-42ef-8d95-1231f89b6b84,major-damage,flooding,hurricane-harvey_00000489_pre_disaster.png,hurricane-harvey_00000489_post_disaster.png,691,828,731,889,2440
a4a75638-2306-4c72-baf7-5f9b163d60e4,major-damage,flooding,hurricane-harvey_00000467_pre_disaster.png,hurricane-harvey_00000467_post_disaster.png,0,846,32,919,2336
756fe29a-55d2-4b6f-ae54-f7ebb43a77ec,major-damage,flooding,hurricane-harvey_00000419_pre_disaster.png,hurricane-harvey_00000419_post_disaster.png,962,690,1010,751,2928
d5d63b05-812d-45e3-ba97-c0b3c941b07a,major-damage,flooding,hurricane-harvey_00000007_pre_disaster.png,hurricane-harvey_00000007_post_disaster.png,150,312,240,435,11070
e32efab4-02ee-4372-984a-8c2ebc76e780,major-damage,flooding,hurricane-harvey_00000426_pre_disaster.png,hurricane-harvey_00000426_post_disaster.png,18,506,45,548,1134
91a91cad-61a5-4a36-9608-5f8e83fca538,major-damage,flooding,hurricane-harvey_00000205_pre_disaster.png,hurricane-harvey_00000205_post_disaster.png,926,525,1022,597,6912
26ca6c5f-f5f9-4b0c-838e-108b2b1ab8a0,major-damage,flooding,hurricane-harvey_00000142_pre_disaster.png,hurricane-harvey_00000142_post_disaster.png,145,877,193,934,2736
6c90a74d-2fa9-40e2-b5a3-7f2da9c5905a,major-damage,flooding,hurricane-harvey_00000357_pre_disaster.png,hurricane-harvey_00000357_post_disaster.png,679,436,746,484,3216
31ab6530-26e1-4673-a97b-a7107887d8ae,major-damage,wind,hurricane-michael_00000152_pre_disaster.png,hurricane-michael_00000152_post_disaster.png,64,713,113,735,1078
1bb06695-147b-46bd-9cf7-d441aa9f3e3d,major-damage,flooding,hurricane-harvey_00000369_pre_disaster.png,hurricane-harvey_00000369_post_disaster.png,529,630,592,718,5544
0779326b-0aa0-4c71-b1da-ea65e037011d,major-damage,flooding,hurricane-harvey_00000406_pre_disaster.png,hurricane-harvey_00000406_post_disaster.png,106,354,141,398,1540
b1dbb2cd-a07d-470a-a64b-f22764379f6a,major-damage,wind,hurricane-michael_00000125_pre_disaster.png,hurricane-michael_00000125_post_disaster.png,822,677,866,716,1716
d8e57715-9df9-4f51-9bdc-a8fb765ccf61,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,427,236,472,308,3240
5871d65a-83f2-4b4e-80d4-81a05cf65f7b,major-damage,flooding,hurricane-harvey_00000019_pre_disaster.png,hurricane-harvey_00000019_post_disaster.png,435,449,473,482,1254
6e743719-2447-4036-84aa-b64fdd1a8043,major-damage,wind,hurricane-michael_00000243_pre_disaster.png,hurricane-michael_00000243_post_disaster.png,317,831,364,863,1504
3aea2610-b095-4789-bd2d-f449a1ea47f2,major-damage,flooding,hurricane-harvey_00000438_pre_disaster.png,hurricane-harvey_00000438_post_disaster.png,971,100,1019,173,3504
9509c9f9-cd91-41e1-a0e8-4af094488d73,major-damage,flooding,hurricane-harvey_00000333_pre_disaster.png,hurricane-harvey_00000333_post_disaster.png,251,329,290,376,1833
55dc5abf-18b4-4940-9739-2555615fc1b3,major-damage,wind,hurricane-michael_00000489_pre_disaster.png,hurricane-michael_00000489_post_disaster.png,695,525,803,551,2808
ff89da53-541b-461f-8a3c-5c71650b2b62,major-damage,flooding,hurricane-harvey_00000439_pre_disaster.png,hurricane-harvey_00000439_post_disaster.png,703,0,745,41,1722
b8e84065-09de-4f6a-b820-88ac474669cc,major-damage,flooding,hurricane-harvey_00000484_pre_disaster.png,hurricane-harvey_00000484_post_disaster.png,304,407,389,518,9435
df9c1be8-e7ac-40cf-9c9a-2d899f9b5dde,major-damage,wind,hurricane-michael_00000231_pre_disaster.png,hurricane-michael_00000231_post_disaster.png,210,411,298,466,4840
dc52e6b3-857b-4937-94ea-244031e75f5b,major-damage,flooding,hurricane-harvey_00000137_pre_disaster.png,hurricane-harvey_00000137_post_disaster.png,724,343,761,376,1221
fc7483b8-6bc5-43d1-a9f7-60fedfc4b1d1,major-damage,flooding,hurricane-harvey_00000365_pre_disaster.png,hurricane-harvey_00000365_post_disaster.png,693,663,747,708,2430
5cc7592e-12e6-46f2-8493-856f9c60b1a4,major-damage,flooding,hurricane-harvey_00000092_pre_disaster.png,hurricane-harvey_00000092_post_disaster.png,725,743,795,775,2240
e5ebb1b9-3a2e-452e-92bf-d3d35873e85e,major-damage,flooding,hurricane-harvey_00000434_pre_disaster.png,hurricane-harvey_00000434_post_disaster.png,864,515,909,559,1980
69572867-7190-4c55-812e-fcf9146abc96,major-damage,tsunami,palu-tsunami_00000083_pre_disaster.png,palu-tsunami_00000083_post_disaster.png,985,970,1023,1021,1938
bde7913f-41a3-4c39-a7f5-01b9500362f5,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,569,851,628,905,3186
e5ceb02a-c442-4fc5-a491-0eca81e16073,major-damage,wind,hurricane-michael_00000206_pre_disaster.png,hurricane-michael_00000206_post_disaster.png,758,251,851,309,5394
ac0a0c88-a8ea-4581-8305-8f0d4433a379,major-damage,flooding,hurricane-harvey_00000506_pre_disaster.png,hurricane-harvey_00000506_post_disaster.png,629,434,686,483,2793
b4b90b3e-cfb4-403d-8e32-97018ffb6b1f,major-damage,flooding,hurricane-harvey_00000142_pre_disaster.png,hurricane-harvey_00000142_post_disaster.png,268,702,319,772,3570
7d3564a8-a3cc-4d01-bb88-f8742ea8349d,major-damage,flooding,hurricane-harvey_00000365_pre_disaster.png,hurricane-harvey_00000365_post_disaster.png,353,507,393,554,1880
3735215c-7ea6-4889-abfa-1c5a114bdead,major-damage,flooding,hurricane-harvey_00000347_pre_disaster.png,hurricane-harvey_00000347_post_disaster.png,863,328,903,383,2200
aa7c3f8f-fde7-4d99-9946-9130f6aa34d5,major-damage,tsunami,palu-tsunami_00000025_pre_disaster.png,palu-tsunami_00000025_post_disaster.png,171,122,208,154,1184
31624cf3-2e9a-4fe1-bc38-c851c32c849f,major-damage,wind,hurricane-michael_00000097_pre_disaster.png,hurricane-michael_00000097_post_disaster.png,754,908,817,941,2079
1b254521-35e4-4c97-b4d1-8df62ab6bd7d,major-damage,flooding,hurricane-harvey_00000132_pre_disaster.png,hurricane-harvey_00000132_post_disaster.png,567,121,603,174,1908
11fdc9c5-e6e6-4ab7-98af-323f7027d10c,major-damage,flooding,hurricane-harvey_00000346_pre_disaster.png,hurricane-harvey_00000346_post_disaster.png,524,633,566,667,1428
109156a6-80c6-4d69-977a-de8984924792,major-damage,fire,socal-fire_00000583_pre_disaster.png,socal-fire_00000583_post_disaster.png,24,471,137,520,5537
8d159c8c-ad25-4bc6-8424-cb182a473740,major-damage,flooding,hurricane-harvey_00000429_pre_disaster.png,hurricane-harvey_00000429_post_disaster.png,221,516,261,566,2000
2c8c56a5-712c-48fd-bc64-2b38ef1f89fb,major-damage,flooding,hurricane-harvey_00000451_pre_disaster.png,hurricane-harvey_00000451_post_disaster.png,675,608,706,664,1736
988cd92a-fd77-401f-9639-972fcf4bbf26,major-damage,flooding,hurricane-harvey_00000437_pre_disaster.png,hurricane-harvey_00000437_post_disaster.png,307,220,350,282,2666
f5405e4c-57a3-41c1-a409-d2cca2dd91c2,major-damage,flooding,hurricane-harvey_00000434_pre_disaster.png,hurricane-harvey_00000434_post_disaster.png,801,429,849,487,2784
3b5087a6-235d-4aea-8cbb-a0393a05a018,major-damage,wind,hurricane-michael_00000159_pre_disaster.png,hurricane-michael_00000159_post_disaster.png,101,207,150,292,4165
acffe75b-fadb-444f-bb19-c2e6301c7a94,major-damage,flooding,hurricane-harvey_00000486_pre_disaster.png,hurricane-harvey_00000486_post_disaster.png,425,342,505,423,6480
9a48f4f6-eaf2-4929-9881-06d6391bedb6,major-damage,flooding,hurricane-harvey_00000358_pre_disaster.png,hurricane-harvey_00000358_post_disaster.png,256,707,326,763,3920
9bbc1cbc-7cc4-4735-ab6d-bbf4a91c2c5b,major-damage,flooding,hurricane-harvey_00000089_pre_disaster.png,hurricane-harvey_00000089_post_disaster.png,985,869,1022,916,1739
d502bc2a-7851-404d-8e19-1dbb7bc60f2b,major-damage,flooding,hurricane-harvey_00000398_pre_disaster.png,hurricane-harvey_00000398_post_disaster.png,879,882,982,897,1545
81491ef0-c3a4-4952-8dee-c7650b85abd3,major-damage,flooding,hurricane-florence_00000166_pre_disaster.png,hurricane-florence_00000166_post_disaster.png,931,682,969,719,1406
e2e9642e-4d41-494e-b584-521d96ee34fd,major-damage,flooding,hurricane-harvey_00000471_pre_disaster.png,hurricane-harvey_00000471_post_disaster.png,40,174,97,218,2508
87cd42b8-4ef6-4697-a269-8cac29def0aa,major-damage,flooding,hurricane-harvey_00000398_pre_disaster.png,hurricane-harvey_00000398_post_disaster.png,921,721,972,762,2091
df314cff-a4f9-4abd-832f-d939192eab09,major-damage,flooding,hurricane-harvey_00000347_pre_disaster.png,hurricane-harvey_00000347_post_disaster.png,461,692,502,754,2542
d67f7eec-1e13-47e6-a1b8-b8f4d53fae9a,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,810,786,868,823,2146
928ecf47-e0ad-4f15-a5b3-2dabd625a1c7,major-damage,flooding,hurricane-harvey_00000142_pre_disaster.png,hurricane-harvey_00000142_post_disaster.png,841,736,887,779,1978
0673b405-d7d3-46f1-8bd3-1f5ebfa484ef,major-damage,tsunami,palu-tsunami_00000189_pre_disaster.png,palu-tsunami_00000189_post_disaster.png,90,475,128,503,1064
8ac17fa2-c269-4009-8b48-73392f8100a9,major-damage,flooding,hurricane-florence_00000481_pre_disaster.png,hurricane-florence_00000481_post_disaster.png,371,962,424,994,1696
5c59a186-446d-4c5e-9927-662eff68897b,major-damage,flooding,hurricane-harvey_00000354_pre_disaster.png,hurricane-harvey_00000354_post_disaster.png,119,945,167,978,1584
a5b1837e-608e-4ddd-8427-06252e73715d,major-damage,flooding,hurricane-harvey_00000132_pre_disaster.png,hurricane-harvey_00000132_post_disaster.png,719,405,776,459,3078
546b76fe-35c0-4920-acaf-eda9f512b936,major-damage,flooding,hurricane-harvey_00000437_pre_disaster.png,hurricane-harvey_00000437_post_disaster.png,790,903,823,959,1848
a311937e-4ebc-4a60-be25-6bf2518f9a7b,major-damage,wind,hurricane-matthew_00000158_pre_disaster.png,hurricane-matthew_00000158_post_disaster.png,360,485,405,528,1935
b09ce4d9-834c-49ac-9da5-b0ac0085f861,major-damage,flooding,hurricane-harvey_00000351_pre_disaster.png,hurricane-harvey_00000351_post_disaster.png,117,471,157,511,1600
24fdbbbb-89eb-4cdc-af21-507e64971340,major-damage,flooding,hurricane-harvey_00000484_pre_disaster.png,hurricane-harvey_00000484_post_disaster.png,288,997,330,1022,1050
3d8823c7-9e19-4d74-b99f-7608aec44351,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,739,160,768,202,1218
7c7163ee-128d-48a7-805c-7f7d3c0cdb13,major-damage,flooding,hurricane-harvey_00000429_pre_disaster.png,hurricane-harvey_00000429_post_disaster.png,676,962,735,1022,3540
b28821dc-e99a-488c-91a2-c5bd87cb8bc1,major-damage,flooding,hurricane-harvey_00000159_pre_disaster.png,hurricane-harvey_00000159_post_disaster.png,455,762,501,834,3312
3f881054-4888-42dd-9425-7807b16ac3d7,major-damage,flooding,hurricane-harvey_00000439_pre_disaster.png,hurricane-harvey_00000439_post_disaster.png,358,676,398,737,2440
40b40a0d-2e4b-4529-a47f-fff643b9c17e,major-damage,flooding,hurricane-harvey_00000471_pre_disaster.png,hurricane-harvey_00000471_post_disaster.png,246,846,310,913,4288
66e51360-63e4-4c4e-890b-1dc5d24f1e96,major-damage,flooding,hurricane-florence_00000381_pre_disaster.png,hurricane-florence_00000381_post_disaster.png,723,974,781,1008,1972
20de0a76-4a53-4ff4-ac20-b35d401f19e9,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,742,534,781,570,1404
04ae30a8-e523-40eb-b9cd-87f1f4b70e5b,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,0,799,46,842,1978
62bbab28-184b-4d47-b9e8-9749be721cc8,major-damage,tsunami,palu-tsunami_00000136_pre_disaster.png,palu-tsunami_00000136_post_disaster.png,523,700,565,728,1176
200f231d-a1da-478e-938b-431ed356ab66,major-damage,flooding,hurricane-harvey_00000451_pre_disaster.png,hurricane-harvey_00000451_post_disaster.png,634,113,672,154,1558
fb030b0c-6ef3-45fb-b00e-fbdae8223b24,major-damage,flooding,hurricane-harvey_00000472_pre_disaster.png,hurricane-harvey_00000472_post_disaster.png,219,903,285,947,2904
38bf78ed-8f90-42f1-99cd-0fa00a29228b,major-damage,flooding,hurricane-harvey_00000132_pre_disaster.png,hurricane-harvey_00000132_post_disaster.png,291,745,330,785,1560
11a1cead-c060-44ac-8dcd-c0a55ef61830,major-damage,wind,hurricane-michael_00000157_pre_disaster.png,hurricane-michael_00000157_post_disaster.png,374,182,609,409,53345
fabc2972-e6a8-4ff6-9ebe-b07c2423fb93,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,896,149,935,205,2184
46764170-3952-4584-b80b-6cbe73948e15,major-damage,wind,hurricane-michael_00000406_pre_disaster.png,hurricane-michael_00000406_post_disaster.png,545,718,597,787,3588
739ec2b3-f927-4dfa-b18f-0a8ba8273c1c,major-damage,flooding,hurricane-harvey_00000437_pre_disaster.png,hurricane-harvey_00000437_post_disaster.png,293,0,332,32,1248
0ed54f60-5f28-4347-aad5-0082ebbff38e,major-damage,flooding,hurricane-harvey_00000329_pre_disaster.png,hurricane-harvey_00000329_post_disaster.png,498,340,534,376,1296
4315fed2-d7b5-42e5-b71b-ce8761e243ab,major-damage,flooding,hurricane-harvey_00000137_pre_disaster.png,hurricane-harvey_00000137_post_disaster.png,294,219,322,261,1176
01627d9b-ab52-4c58-8b49-3b00e65b4d4b,major-damage,flooding,hurricane-harvey_00000137_pre_disaster.png,hurricane-harvey_00000137_post_disaster.png,481,429,510,480,1479
99814d00-fc93-4311-9c7a-4d72391d39ec,major-damage,flooding,hurricane-harvey_00000357_pre_disaster.png,hurricane-harvey_00000357_post_disaster.png,574,467,616,506,1638
6d88bf9b-dc0c-45c6-8e6e-47450942fecb,major-damage,flooding,hurricane-harvey_00000361_pre_disaster.png,hurricane-harvey_00000361_post_disaster.png,572,651,623,748,4947
f7c7c8da-74b2-4df2-983d-4d4687f57a91,major-damage,flooding,hurricane-harvey_00000434_pre_disaster.png,hurricane-harvey_00000434_post_disaster.png,5,676,88,760,6972
d231e378-fc3c-4ee7-8ce5-fd848bc97a85,major-damage,flooding,hurricane-harvey_00000109_pre_disaster.png,hurricane-harvey_00000109_post_disaster.png,774,0,799,41,1025
73c70e69-b7c9-4f64-8fa8-29113f493f2b,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,742,836,795,885,2597
3ba026db-c2a2-4b1a-9683-e1c06177f48b,major-damage,flooding,hurricane-florence_00000151_pre_disaster.png,hurricane-florence_00000151_post_disaster.png,734,373,771,409,1332
b5983b23-e9bd-45fb-bfc6-dbead985ae88,major-damage,flooding,hurricane-harvey_00000419_pre_disaster.png,hurricane-harvey_00000419_post_disaster.png,508,0,569,55,3355
562a5243-912c-4544-9dd8-69a6b3013d01,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,913,654,960,710,2632
c04cb9d2-5182-4798-b9c5-b408ad65dce4,major-damage,flooding,hurricane-harvey_00000333_pre_disaster.png,hurricane-harvey_00000333_post_disaster.png,511,114,563,158,2288
1d0833f4-158f-49ad-ab83-a0e4200f6fc6,major-damage,flooding,hurricane-harvey_00000361_pre_disaster.png,hurricane-harvey_00000361_post_disaster.png,57,771,103,828,2622
b78546ef-44f7-4111-a60d-3212df6af069,major-damage,flooding,hurricane-harvey_00000104_pre_disaster.png,hurricane-harvey_00000104_post_disaster.png,740,737,773,782,1485
ff6e0ec2-c349-4c95-8e72-6f6df4c53942,major-damage,wind,hurricane-michael_00000162_pre_disaster.png,hurricane-michael_00000162_post_disaster.png,0,51,108,197,15768
637d3b17-e319-4b8b-b50b-947028c908a6,major-damage,flooding,hurricane-harvey_00000387_pre_disaster.png,hurricane-harvey_00000387_post_disaster.png,405,601,439,637,1224
5dbf87d7-41e1-4e5c-ba42-01aee1e6f9f6,major-damage,flooding,hurricane-florence_00000459_pre_disaster.png,hurricane-florence_00000459_post_disaster.png,409,841,468,888,2773
71a41c9c-50f3-4bb2-8002-8e6afb877730,major-damage,flooding,hurricane-harvey_00000387_pre_disaster.png,hurricane-harvey_00000387_post_disaster.png,790,201,840,257,2800
c77c80e4-5324-4c08-8a9d-ae2876497c2d,major-damage,flooding,hurricane-harvey_00000502_pre_disaster.png,hurricane-harvey_00000502_post_disaster.png,45,47,75,84,1110
4221760a-48eb-4cd5-876b-944c05048153,major-damage,flooding,hurricane-harvey_00000500_pre_disaster.png,hurricane-harvey_00000500_post_disaster.png,862,24,913,76,2652
886d59be-cf03-4cc4-a802-2a230e24a7a2,major-damage,flooding,hurricane-harvey_00000471_pre_disaster.png,hurricane-harvey_00000471_post_disaster.png,234,292,284,342,2500
aef5cc54-0a49-4fac-9f20-9f5e2be10f4b,major-damage,flooding,hurricane-harvey_00000508_pre_disaster.png,hurricane-harvey_00000508_post_disaster.png,3,704,39,736,1152
6679ddec-30b2-4e6a-a68c-7668361188f1,major-damage,wind,hurricane-michael_00000272_pre_disaster.png,hurricane-michael_00000272_post_disaster.png,791,420,833,551,5502
c599dc29-1b42-4867-bbf6-ad3ce783b698,major-damage,flooding,hurricane-harvey_00000205_pre_disaster.png,hurricane-harvey_00000205_post_disaster.png,427,616,473,691,3450
40104acd-75b8-41b2-aac5-55a7ddd1d48e,major-damage,flooding,hurricane-harvey_00000092_pre_disaster.png,hurricane-harvey_00000092_post_disaster.png,759,21,816,80,3363
04590734-91db-4e4b-94bb-82c78bdd83c7,major-damage,wind,hurricane-michael_00000046_pre_disaster.png,hurricane-michael_00000046_post_disaster.png,456,450,507,489,1989
f8003303-0378-43b7-aa21-9fcd48dc1d7a,major-damage,flooding,hurricane-florence_00000151_pre_disaster.png,hurricane-florence_00000151_post_disaster.png,783,257,841,298,2378
9dcb1909-08f4-4ca3-aee7-79da6b954310,major-damage,flooding,hurricane-harvey_00000168_pre_disaster.png,hurricane-harvey_00000168_post_disaster.png,362,516,388,560,1144
a322a5ed-dfb9-40d1-b378-e7f6ca48f34f,major-damage,flooding,hurricane-harvey_00000357_pre_disaster.png,hurricane-harvey_00000357_post_disaster.png,639,775,674,817,1470
b5d69eb7-76e9-41a5-b035-8b9beb71bb6f,major-damage,flooding,hurricane-harvey_00000507_pre_disaster.png,hurricane-harvey_00000507_post_disaster.png,563,130,606,174,1892
8b5ad3db-7999-4251-bd68-b123a8ec459c,major-damage,flooding,hurricane-harvey_00000104_pre_disaster.png,hurricane-harvey_00000104_post_disaster.png,410,898,454,937,1716
9d94ae47-230b-4fe1-bfc5-74c16169ddc3,major-damage,flooding,hurricane-harvey_00000137_pre_disaster.png,hurricane-harvey_00000137_post_disaster.png,183,467,227,512,1980
18bbe1bd-fb08-49c2-814f-32a21c77a25b,major-damage,flooding,hurricane-harvey_00000484_pre_disaster.png,hurricane-harvey_00000484_post_disaster.png,853,124,886,163,1287
7aa0c757-3a49-4bc6-baa3-859b44ff5954,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,450,338,493,376,1634
4ada40a9-18c8-4442-ac5c-9f3512d1199a,major-damage,flooding,hurricane-harvey_00000088_pre_disaster.png,hurricane-harvey_00000088_post_disaster.png,794,135,834,177,1680
35abd0a1-1671-4b13-9b9f-cdcec8d49a11,major-damage,flooding,hurricane-harvey_00000365_pre_disaster.png,hurricane-harvey_00000365_post_disaster.png,430,661,457,744,2241
7cef624e-25e4-4e5d-af4f-89d0346ffdbf,major-damage,flooding,hurricane-harvey_00000159_pre_disaster.png,hurricane-harvey_00000159_post_disaster.png,634,925,695,948,1403
239213ab-fdad-4b84-ba54-46664f9be440,major-damage,flooding,hurricane-harvey_00000071_pre_disaster.png,hurricane-harvey_00000071_post_disaster.png,501,573,554,636,3339
e8a6d0ce-5ae5-4d2f-b960-c7a5d62da5c2,major-damage,wind,hurricane-matthew_00000158_pre_disaster.png,hurricane-matthew_00000158_post_disaster.png,694,70,746,104,1768
5d514d58-8afd-4b07-86b6-975099d1a379,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,919,34,957,74,1520
1d7140dd-35e6-4bf2-86a2-37cae424ec24,major-damage,flooding,hurricane-harvey_00000099_pre_disaster.png,hurricane-harvey_00000099_post_disaster.png,6,405,42,451,1656
9784dae7-e77e-4da1-a5da-23de4f23a87d,major-damage,flooding,hurricane-harvey_00000365_pre_disaster.png,hurricane-harvey_00000365_post_disaster.png,836,794,911,880,6450
332bbbb6-b1a4-4ea0-98ad-0bc41042f47e,major-damage,tsunami,palu-tsunami_00000002_pre_disaster.png,palu-tsunami_00000002_post_disaster.png,211,594,251,630,1440
ca1c8ebc-1fd9-4762-bbf8-92a53b3e62f4,major-damage,flooding,hurricane-harvey_00000502_pre_disaster.png,hurricane-harvey_00000502_post_disaster.png,326,950,375,1002,2548
64016b83-95f9-4a11-8d36-c8e811d735f7,major-damage,flooding,hurricane-harvey_00000104_pre_disaster.png,hurricane-harvey_00000104_post_disaster.png,3,164,28,211,1175
65b3b62d-4a6c-4fb6-8c2a-46fad7033327,major-damage,flooding,hurricane-florence_00000051_pre_disaster.png,hurricane-florence_00000051_post_disaster.png,415,571,446,606,1085
97fefb1a-822a-410f-9cb5-a9802592af8b,major-damage,wind,hurricane-michael_00000523_pre_disaster.png,hurricane-michael_00000523_post_disaster.png,191,305,234,342,1591
a30ab224-3f2c-467d-8c75-50aaf2a992f5,major-damage,flooding,hurricane-harvey_00000354_pre_disaster.png,hurricane-harvey_00000354_post_disaster.png,13,990,60,1022,1504
c113db0a-9f7f-4b6a-8e91-83dc4e5d35d7,major-damage,flooding,midwest-flooding_00000326_pre_disaster.png,midwest-flooding_00000326_post_disaster.png,184,0,246,55,3410
545bfa6b-2efd-4202-adb7-aa40b1c75121,major-damage,flooding,hurricane-harvey_00000463_pre_disaster.png,hurricane-harvey_00000463_post_disaster.png,69,262,123,328,3564
7d08b6d3-37f4-4209-b5b0-928a1b4b24bc,major-damage,flooding,hurricane-harvey_00000109_pre_disaster.png,hurricane-harvey_00000109_post_disaster.png,634,113,664,151,1140
0da2ff09-6998-4114-acef-65e45fc01e7e,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,809,269,848,329,2340
5149d27f-2f41-46a8-b366-e2c69f28c488,major-damage,flooding,hurricane-harvey_00000439_pre_disaster.png,hurricane-harvey_00000439_post_disaster.png,697,581,738,644,2583
b5fcc4d4-6c6c-47e6-8903-9e7fa47b5610,major-damage,flooding,hurricane-harvey_00000471_pre_disaster.png,hurricane-harvey_00000471_post_disaster.png,82,74,162,118,3520
c9578730-362a-4d57-ad1c-97dba5c7ffe5,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,596,588,633,626,1406
962af5a3-aaf2-497e-8b70-a922b46ea1e5,major-damage,flooding,hurricane-harvey_00000177_pre_disaster.png,hurricane-harvey_00000177_post_disaster.png,537,0,594,34,1938
72f88c10-71fe-4091-883f-2f810aac654b,major-damage,flooding,hurricane-harvey_00000410_pre_disaster.png,hurricane-harvey_00000410_post_disaster.png,215,167,286,234,4757
3f069e3a-2a8c-4305-bd95-e3bd24c180d8,major-damage,wind,hurricane-michael_00000092_pre_disaster.png,hurricane-michael_00000092_post_disaster.png,222,691,259,742,1887
3a5eed59-85d1-485b-88db-5df08348f14b,major-damage,flooding,hurricane-harvey_00000123_pre_disaster.png,hurricane-harvey_00000123_post_disaster.png,199,1009,289,1022,1170
1a0df914-9f26-4969-8159-d8370b432128,major-damage,flooding,hurricane-harvey_00000435_pre_disaster.png,hurricane-harvey_00000435_post_disaster.png,913,186,955,226,1680
4fb19841-42d5-401b-aa14-16a997876c94,major-damage,flooding,hurricane-harvey_00000491_pre_disaster.png,hurricane-harvey_00000491_post_disaster.png,840,689,889,746,2793
77cf539b-623c-4582-9399-1c2f3d36f774,major-damage,tsunami,palu-tsunami_00000115_pre_disaster.png,palu-tsunami_00000115_post_disaster.png,975,394,1023,454,2880
0d6c55ed-3556-4612-8147-334116d54c5d,major-damage,flooding,hurricane-harvey_00000088_pre_disaster.png,hurricane-harvey_00000088_post_disaster.png,249,17,292,50,1419
531a8f52-1206-4dae-9b3d-95f02962e50a,major-damage,wind,hurricane-michael_00000137_pre_disaster.png,hurricane-michael_00000137_post_disaster.png,119,150,141,205,1210
5d090a2a-074a-4391-b076-bbe01987449c,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,455,634,498,688,2322
ba69794f-0696-4bba-bd0b-efc9856522bf,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,425,290,463,327,1406
dbf715b3-14aa-4166-bc67-4a268207b66b,major-damage,flooding,hurricane-harvey_00000369_pre_disaster.png,hurricane-harvey_00000369_post_disaster.png,358,42,432,114,5328
e5fe32da-cb6b-4e2a-bf09-9bb965332fd3,major-damage,wind,hurricane-michael_00000172_pre_disaster.png,hurricane-michael_00000172_post_disaster.png,771,14,820,52,1862
138d9642-93c8-4735-8bee-3446f465b1e3,major-damage,flooding,hurricane-harvey_00000451_pre_disaster.png,hurricane-harvey_00000451_post_disaster.png,944,605,996,657,2704
b65955c6-0337-410e-8a7c-fd2eaf757781,major-damage,flooding,hurricane-harvey_00000089_pre_disaster.png,hurricane-harvey_00000089_post_disaster.png,731,865,771,903,1520
77ee8b7b-d2d6-4340-bfe6-e4430938a5b1,major-damage,flooding,hurricane-harvey_00000142_pre_disaster.png,hurricane-harvey_00000142_post_disaster.png,528,595,569,648,2173
6cc37e83-b70e-4724-a538-ade6b1117e13,major-damage,flooding,hurricane-harvey_00000142_pre_disaster.png,hurricane-harvey_00000142_post_disaster.png,836,629,886,675,2300
